# m1 m2 a1x a1y a1z a2x a2y a2z mc eta indx  Npts ra dec tref phiorb incl psi  dist p ps lnL mtotal q  lambda1 lambda2
77.569959 53.797897 0.0 0.0 0.55797059 0.0 0.0 0.091149788 56.0502422797 0.241813552271 92 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 131.367856 0.693540356261 0.0 0.0
81.715751 29.691866 0.0 0.0 0.25608533 0.0 0.0 -0.29356775 41.8391626353 0.195485027037 93 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 111.407617 0.363355480879 0.0 0.0
74.796193 41.807459 0.0 0.0 0.47595428 0.0 0.0 -0.39200128 48.2766948095 0.229990004014 94 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 116.603652 0.558951696913 0.0 0.0
70.656838 40.014945 0.0 0.0 0.30074222 0.0 0.0 -0.2270739 45.9217544632 0.230835505054 95 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 110.671783 0.566327989373 0.0 0.0
73.073055 40.142755 0.0 0.0 0.075692817 0.0 0.0 0.79737051 46.734462049 0.228849666147 96 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 113.21581 0.549350988542 0.0 0.0
68.592427 55.555656 0.0 0.0 0.23061722 0.0 0.0 0.43520233 53.6802668789 0.247243233093 97 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 124.148083 0.809938624857 0.0 0.0
70.95963 43.360222 0.0 0.0 -0.05319774 0.0 0.0 0.72118024 47.9995728877 0.235428769277 98 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 114.319852 0.611054792704 0.0 0.0
95.71426 42.111987 0.0 0.0 0.6501478 0.0 0.0 -0.54244147 54.3704642902 0.212186875878 99 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 137.826247 0.439976101785 0.0 0.0
85.3789 45.460465 0.0 0.0 0.8751601 0.0 0.0 -0.73536493 53.7084936216 0.226729261485 100 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 130.839365 0.532455501301 0.0 0.0
69.529199 52.037475 0.0 0.0 0.48043836 0.0 0.0 -0.049847134 52.2549164768 0.244824215673 101 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 121.566674 0.748426211555 0.0 0.0
62.445543 47.740774 0.0 0.0 -0.018169584 0.0 0.0 0.26917078 47.4470273169 0.24554752912 102 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 110.186317 0.764518518159 0.0 0.0
71.697834 46.241541 0.0 0.0 0.35770355 0.0 0.0 -0.05959598 49.8874420358 0.238353037242 103 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 117.939375 0.644950320257 0.0 0.0
79.204458 38.923586 0.0 0.0 0.39004626 0.0 0.0 -0.010255496 47.7426894454 0.220930891684 104 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 118.128044 0.491431757541 0.0 0.0
86.403412 35.224623 0.0 0.0 0.055592733 0.0 0.0 0.28209496 47.0998592989 0.205735798063 105 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 121.628035 0.407676296394 0.0 0.0
